PubMedID,Matched_Protein_Id,Matched_Protein_Name,Other_protein,Sentence,marked_text
26615418,P10145,Interleukin-8,angiogenic chemokine,Interleukin-8 (IL-8) is an angiogenic chemokine that plays a potent role in both development and progression of many human malignancies.,[E1] Interleukin-8 [/E1] (IL-8) is an [E2] angiogenic chemokine [/E2] that plays a potent role in both development and progression of many human malignancies.
26621757,P01375,Tumor necrosis factor,TRAFs,"Tumor necrosis factor receptor (TNFR)-associated factors (TRAFs) are a family of crucial adaptors, playing vital roles in mediating signal transduction in immune signaling pathways, including RIG-I-like receptor (RLR) signaling pathway.","[E1] Tumor necrosis factor [/E1] receptor (TNFR)-associated factors ([E2] TRAFs [/E2]) are a family of crucial adaptors, playing vital roles in mediating signal transduction in immune signaling pathways, including RIG-I-like receptor (RLR) signaling pathway."
26621757,P01375,Tumor necrosis factor,RIG-I-like receptor,"Tumor necrosis factor receptor (TNFR)-associated factors (TRAFs) are a family of crucial adaptors, playing vital roles in mediating signal transduction in immune signaling pathways, including RIG-I-like receptor (RLR) signaling pathway.","[E1] Tumor necrosis factor [/E1] receptor (TNFR)-associated factors (TRAFs) are a family of crucial adaptors, playing vital roles in mediating signal transduction in immune signaling pathways, including [E2] RIG-I-like receptor [/E2] (RLR) signaling pathway."
26621757,P01375,Tumor necrosis factor,RLR,"Tumor necrosis factor receptor (TNFR)-associated factors (TRAFs) are a family of crucial adaptors, playing vital roles in mediating signal transduction in immune signaling pathways, including RIG-I-like receptor (RLR) signaling pathway.","[E1] Tumor necrosis factor [/E1] receptor (TNFR)-associated factors (TRAFs) are a family of crucial adaptors, playing vital roles in mediating signal transduction in immune signaling pathways, including RIG-I-like receptor ([E2] RLR [/E2]) signaling pathway."
26628680,P60568,Interleukin-2,T cell kinase,"Interleukin-2 (IL-2)-inducible T cell kinase (ITK) mediates T cell receptor (TCR) signaling primarily to stimulate the production of cytokines, such as IL-4, IL-5, and IL-13, from T helper 2 (TH2) cells.","[E1] Interleukin-2 [/E1] (IL-2)-inducible [E2] T cell kinase [/E2] (ITK) mediates T cell receptor (TCR) signaling primarily to stimulate the production of cytokines, such as IL-4, IL-5, and IL-13, from T helper 2 (TH2) cells."
26628680,P60568,Interleukin-2,ITK,"Interleukin-2 (IL-2)-inducible T cell kinase (ITK) mediates T cell receptor (TCR) signaling primarily to stimulate the production of cytokines, such as IL-4, IL-5, and IL-13, from T helper 2 (TH2) cells.","[E1] Interleukin-2 [/E1] (IL-2)-inducible T cell kinase ([E2] ITK [/E2]) mediates T cell receptor (TCR) signaling primarily to stimulate the production of cytokines, such as IL-4, IL-5, and IL-13, from T helper 2 (TH2) cells."
26628680,P60568,Interleukin-2,T cell receptor,"Interleukin-2 (IL-2)-inducible T cell kinase (ITK) mediates T cell receptor (TCR) signaling primarily to stimulate the production of cytokines, such as IL-4, IL-5, and IL-13, from T helper 2 (TH2) cells.","[E1] Interleukin-2 [/E1] (IL-2)-inducible T cell kinase (ITK) mediates [E2] T cell receptor [/E2] (TCR) signaling primarily to stimulate the production of cytokines, such as IL-4, IL-5, and IL-13, from T helper 2 (TH2) cells."
26628680,P60568,Interleukin-2,TCR,"Interleukin-2 (IL-2)-inducible T cell kinase (ITK) mediates T cell receptor (TCR) signaling primarily to stimulate the production of cytokines, such as IL-4, IL-5, and IL-13, from T helper 2 (TH2) cells.","[E1] Interleukin-2 [/E1] (IL-2)-inducible T cell kinase (ITK) mediates T cell receptor ([E2] TCR [/E2]) signaling primarily to stimulate the production of cytokines, such as IL-4, IL-5, and IL-13, from T helper 2 (TH2) cells."
26628680,P60568,Interleukin-2,cytokines,"Interleukin-2 (IL-2)-inducible T cell kinase (ITK) mediates T cell receptor (TCR) signaling primarily to stimulate the production of cytokines, such as IL-4, IL-5, and IL-13, from T helper 2 (TH2) cells.","[E1] Interleukin-2 [/E1] (IL-2)-inducible T cell kinase (ITK) mediates T cell receptor (TCR) signaling primarily to stimulate the production of [E2] cytokines [/E2], such as IL-4, IL-5, and IL-13, from T helper 2 (TH2) cells."
26628680,P60568,Interleukin-2,IL-4,"Interleukin-2 (IL-2)-inducible T cell kinase (ITK) mediates T cell receptor (TCR) signaling primarily to stimulate the production of cytokines, such as IL-4, IL-5, and IL-13, from T helper 2 (TH2) cells.","[E1] Interleukin-2 [/E1] (IL-2)-inducible T cell kinase (ITK) mediates T cell receptor (TCR) signaling primarily to stimulate the production of cytokines, such as [E2] IL-4 [/E2], IL-5, and IL-13, from T helper 2 (TH2) cells."
26628680,P60568,Interleukin-2,IL-5,"Interleukin-2 (IL-2)-inducible T cell kinase (ITK) mediates T cell receptor (TCR) signaling primarily to stimulate the production of cytokines, such as IL-4, IL-5, and IL-13, from T helper 2 (TH2) cells.","[E1] Interleukin-2 [/E1] (IL-2)-inducible T cell kinase (ITK) mediates T cell receptor (TCR) signaling primarily to stimulate the production of cytokines, such as IL-4, [E2] IL-5 [/E2], and IL-13, from T helper 2 (TH2) cells."
26628680,P60568,Interleukin-2,IL-13,"Interleukin-2 (IL-2)-inducible T cell kinase (ITK) mediates T cell receptor (TCR) signaling primarily to stimulate the production of cytokines, such as IL-4, IL-5, and IL-13, from T helper 2 (TH2) cells.","[E1] Interleukin-2 [/E1] (IL-2)-inducible T cell kinase (ITK) mediates T cell receptor (TCR) signaling primarily to stimulate the production of cytokines, such as IL-4, IL-5, and [E2] IL-13 [/E2], from T helper 2 (TH2) cells."
26629021,P22301,Interleukin-10,multifunctional cytokine,Interleukin-10 (IL-10) is a multifunctional cytokine with both immunosuppressive and anti-angiogenic properties and it plays an important role in the pathogenesis of cancer.,[E1] Interleukin-10 [/E1] (IL-10) is a [E2] multifunctional cytokine [/E2] with both immunosuppressive and anti-angiogenic properties and it plays an important role in the pathogenesis of cancer.
26656474,P01375,Tumor necrosis factor,interleukins,"To determine whether bronchial colonisations/infections with periodontopathogenic bacteria are associated with elevated inflammatory markers such as MMPs, interleukins and Tumor necrosis factor alpha in the bronchial fluid.","To determine whether bronchial colonisations/infections with periodontopathogenic bacteria are associated with elevated inflammatory markers such as MMPs, [E2] interleukins [/E2] and [E1] Tumor necrosis factor [/E1] alpha in the bronchial fluid."
26661944,P01375,Tumor necrosis factor,TRAF3,"Tumor necrosis factor receptor-associated factor 3 (TRAF3), a member of the TRAF family of cytoplasmic adaptor proteins with E3 ligase activity, is ubiquitously expressed in various cell types of the immune system.","[E1] Tumor necrosis factor [/E1] receptor-associated factor 3 ([E2] TRAF3 [/E2]), a member of the TRAF family of cytoplasmic adaptor proteins with E3 ligase activity, is ubiquitously expressed in various cell types of the immune system."
26661944,P01375,Tumor necrosis factor,TRAF family,"Tumor necrosis factor receptor-associated factor 3 (TRAF3), a member of the TRAF family of cytoplasmic adaptor proteins with E3 ligase activity, is ubiquitously expressed in various cell types of the immune system.","[E1] Tumor necrosis factor [/E1] receptor-associated factor 3 (TRAF3), a member of the [E2] TRAF family [/E2] of cytoplasmic adaptor proteins with E3 ligase activity, is ubiquitously expressed in various cell types of the immune system."
26661944,P01375,Tumor necrosis factor,cytoplasmic adaptor proteins,"Tumor necrosis factor receptor-associated factor 3 (TRAF3), a member of the TRAF family of cytoplasmic adaptor proteins with E3 ligase activity, is ubiquitously expressed in various cell types of the immune system.","[E1] Tumor necrosis factor [/E1] receptor-associated factor 3 (TRAF3), a member of the TRAF family of [E2] cytoplasmic adaptor proteins [/E2] with E3 ligase activity, is ubiquitously expressed in various cell types of the immune system."
26661944,P01375,Tumor necrosis factor,E3 ligase,"Tumor necrosis factor receptor-associated factor 3 (TRAF3), a member of the TRAF family of cytoplasmic adaptor proteins with E3 ligase activity, is ubiquitously expressed in various cell types of the immune system.","[E1] Tumor necrosis factor [/E1] receptor-associated factor 3 (TRAF3), a member of the TRAF family of cytoplasmic adaptor proteins with [E2] E3 ligase [/E2] activity, is ubiquitously expressed in various cell types of the immune system."
26662568,Q8NEV9,Interleukin-27,IL-27,Interleukin-27 (IL-27) has been recognized as a pleiotropic cytokine with both pro- and anti-inflammatory properties.,[E1] Interleukin-27 [/E1] ([E2] IL-27 [/E2]) has been recognized as a pleiotropic cytokine with both pro- and anti-inflammatory properties.
26662568,Q8NEV9,Interleukin-27,pleiotropic cytokine,Interleukin-27 (IL-27) has been recognized as a pleiotropic cytokine with both pro- and anti-inflammatory properties.,[E1] Interleukin-27 [/E1] (IL-27) has been recognized as a [E2] pleiotropic cytokine [/E2] with both pro- and anti-inflammatory properties.
26665687,P01375,Tumor necrosis factor,apoptosis-inducing ligand,"Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) is a member of the TNF super family found in recent years, which widely exists in the body tissues and participates in the immune regulation, immune stability, and immune surveillance of the human body.","[E1] Tumor necrosis factor [/E1] (TNF)-related [E2] apoptosis-inducing ligand [/E2] (TRAIL) is a member of the TNF super family found in recent years, which widely exists in the body tissues and participates in the immune regulation, immune stability, and immune surveillance of the human body."
26665687,P01375,Tumor necrosis factor,TRAIL,"Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) is a member of the TNF super family found in recent years, which widely exists in the body tissues and participates in the immune regulation, immune stability, and immune surveillance of the human body.","[E1] Tumor necrosis factor [/E1] (TNF)-related apoptosis-inducing ligand ([E2] TRAIL [/E2]) is a member of the TNF super family found in recent years, which widely exists in the body tissues and participates in the immune regulation, immune stability, and immune surveillance of the human body."
26665687,P01375,Tumor necrosis factor,TNF super family,"Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) is a member of the TNF super family found in recent years, which widely exists in the body tissues and participates in the immune regulation, immune stability, and immune surveillance of the human body.","[E1] Tumor necrosis factor [/E1] (TNF)-related apoptosis-inducing ligand (TRAIL) is a member of the [E2] TNF super family [/E2] found in recent years, which widely exists in the body tissues and participates in the immune regulation, immune stability, and immune surveillance of the human body."
26674323,P01375,Tumor necrosis factor,proinflammatory cytokine,"Tumor necrosis factor α (TNF-α), a proinflammatory cytokine, may play an important role in the pathogenesis of endometriosis; therefore, TNF-α inhibitors potentially have an effect on endometriosis.","[E1] Tumor necrosis factor [/E1] α (TNF-α), a [E2] proinflammatory cytokine [/E2], may play an important role in the pathogenesis of endometriosis; therefore, TNF-α inhibitors potentially have an effect on endometriosis."
26674343,P01375,Tumor necrosis factor,apoptosis-inducing ligand,Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) is a homo-trimeric cytotoxic ligand.,[E1] Tumor necrosis factor [/E1] (TNF)-related [E2] apoptosis-inducing ligand [/E2] (TRAIL) is a homo-trimeric cytotoxic ligand.
26674343,P01375,Tumor necrosis factor,TRAIL,Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) is a homo-trimeric cytotoxic ligand.,[E1] Tumor necrosis factor [/E1] (TNF)-related apoptosis-inducing ligand ([E2] TRAIL [/E2]) is a homo-trimeric cytotoxic ligand.
26676905,P14210,Hepatocyte growth factor,pleiotropic cytokine,"Hepatocyte growth factor (HGF) is a pleiotropic cytokine which exerts a variety of effects on several cells, being involved in the regulation of many biological processes, such as inflammation, tissue repair, morphogenesis, angiogenesis, tumour propagation, immunomodulation of viral infections and cardio-metabolic activities.","[E1] Hepatocyte growth factor [/E1] (HGF) is a [E2] pleiotropic cytokine [/E2] which exerts a variety of effects on several cells, being involved in the regulation of many biological processes, such as inflammation, tissue repair, morphogenesis, angiogenesis, tumour propagation, immunomodulation of viral infections and cardio-metabolic activities."
26678161,P40933,Interleukin-15,pleiotropic cytokine,"Interleukin-15 (IL-15) is a pleiotropic cytokine and a member of the four α-helix bundle family of cytokines which include IL-2, IL-4, IL-7, IL-9, IL-15 and IL-21.","[E1] Interleukin-15 [/E1] (IL-15) is a [E2] pleiotropic cytokine [/E2] and a member of the four α-helix bundle family of cytokines which include IL-2, IL-4, IL-7, IL-9, IL-15 and IL-21."
